rule,split,horizon_weeks,count,mean_gross_return_pct,median_gross_return_pct,std_gross_return_pct,win_rate,mean_net_return_pct_0bps,win_rate_net_0bps,mean_spy_return_pct,mean_net_return_pct_5bps,win_rate_net_5bps,mean_net_return_pct_10bps,win_rate_net_10bps,mean_net_return_pct_25bps,win_rate_net_25bps,ticker,cohort
baseline,holdout,13,14,9.846195784633082,12.857858845024527,16.620707987030777,0.6428571428571429,9.846195784633082,0.6428571428571429,3.3710638691745927,9.736404484498532,0.6428571428571429,9.626722865982476,0.6428571428571429,9.298334459023952,0.6428571428571429,GOOGL,stock
baseline,validation,13,12,5.00823034164769,8.977271977450851,10.262502601469047,0.6666666666666666,5.00823034164769,0.6666666666666666,3.271173847884381,4.903274589182287,0.6666666666666666,4.798423687618434,0.6666666666666666,4.484498519494847,0.6666666666666666,GOOGL,stock
candidate,development,13,23,4.252055644610913,0.7537170045060826,9.55252199371146,0.5217391304347826,4.252055644610913,0.5217391304347826,3.1565533837591904,4.147855688944144,0.5217391304347826,4.043759829137177,0.5217391304347826,3.73209526733107,0.5217391304347826,GOOGL,stock
candidate,holdout,13,14,7.671483597249875,6.90885510366166,15.755277479266457,0.7142857142857143,7.671483597249875,0.7142857142857143,3.5162162006574045,7.563865922490015,0.7142857142857143,7.456355757894741,0.7142857142857143,7.134468716465596,0.7142857142857143,GOOGL,stock
candidate,validation,13,13,5.093445007299973,7.9796068871987424,10.367024042526877,0.6153846153846154,5.093445007299973,0.6153846153846154,3.3562217790797684,4.988404082754958,0.6153846153846154,4.883468094198488,0.6153846153846154,4.569288174345871,0.6153846153846154,GOOGL,stock
baseline,development,13,22,7.248477191331747,11.285753101071794,10.245210195740782,0.7727272727272727,7.248477191331747,0.7727272727272727,3.1254780269008346,7.141282311580306,0.7727272727272727,7.034194519620808,0.7272727272727273,6.71357206818297,0.7272727272727273,HD,stock
baseline,holdout,13,13,2.2550927949147703,1.7538910677777908,10.8230841487841,0.5384615384615384,2.2550927949147703,0.5384615384615384,3.6818941291986267,2.1528888041152645,0.5384615384615384,2.050786915204659,0.5384615384615384,1.7450923320972556,0.5384615384615384,HD,stock
baseline,validation,13,12,4.412008668024866,3.005273805234243,13.122698681424579,0.5833333333333334,4.412008668024866,0.5833333333333334,3.2006135660235464,4.307648839271228,0.5833333333333334,4.203393266090761,0.5833333333333334,3.891250520054676,0.5833333333333334,HD,stock
candidate,development,13,24,6.593122005044969,5.754599679313321,8.856234719831708,0.8333333333333334,6.593122005044969,0.8333333333333334,3.65176268616497,6.486582152965975,0.7916666666666666,6.3801487343056325,0.7916666666666666,6.06148548631658,0.7916666666666666,HD,stock
candidate,holdout,13,15,4.115296153851116,4.590321759526317,10.2903743998532,0.7333333333333333,4.115296153851116,0.7333333333333333,2.992408671575162,4.0112328893295395,0.7333333333333333,3.9072735841131636,0.7333333333333333,3.596017868794512,0.7333333333333333,HD,stock
candidate,validation,13,13,5.182309760583635,8.015740666084792,14.510601524984121,0.6923076923076923,5.182309760583635,0.6923076923076923,2.9046085840714104,5.077180015695508,0.6923076923076923,4.9721552955275365,0.6923076923076923,4.657709711902433,0.6923076923076923,HD,stock
baseline,development,13,21,2.9721706756882775,1.5396875810731236,7.408934113073094,0.6190476190476191,2.9721706756882775,0.6190476190476191,2.9896285636665008,2.869249965367761,0.6190476190476191,2.766432072939663,0.6190476190476191,2.4585937645876053,0.6190476190476191,IWM,etf
baseline,holdout,13,13,2.3644607218234888,2.792960512295828,8.61641012329013,0.6153846153846154,2.3644607218234888,0.6153846153846154,4.270666151429337,2.262147417753708,0.6153846153846154,2.159936324776898,0.6153846153846154,1.853914783061291,0.6153846153846154,IWM,etf
